transaction_id,user_id,amount,hour,device_risk_score,ip_risk_score,transaction_type,merchant_category,country,is_fraud
2736,81259,7.44,11,0.2469,0.0015,purchase,travel,DE,0
2737,64400,37.77,13,0.1668,0.0907,purchase,retail,CN,0
2738,73268,30.26,14,0.1843,0.3203,refund,retail,NL,0
2739,12823,19.23,18,0.1695,0.3913,purchase,gaming,FR,0
2740,59106,22.44,18,0.2351,0.0186,purchase,gaming,DE,0
2741,60599,30.0,18,0.3403,0.0099,purchase,grocery,DE,0
2742,40125,98.85,18,0.1758,0.007,purchase,grocery,US,0
2743,46445,107.58,19,0.432,0.111,purchase,electronics,FR,0
2744,83186,19.32,13,0.1568,0.2228,purchase,electronics,DE,0
2745,28716,143.37,14,0.073,0.0584,purchase,retail,GB,0
2746,26069,27.97,16,0.5234,0.3146,transfer,grocery,FR,0
2747,40411,84.62,8,0.3125,0.2225,purchase,grocery,FR,0
2748,76324,48.12,10,0.1766,0.0588,refund,grocery,DE,0
2749,90621,46.01,20,0.1925,0.4243,purchase,retail,NL,0
2750,58896,93.16,2,0.7468,0.4462,purchase,retail,RU,1
2751,68629,67.08,12,0.1245,0.3571,purchase,travel,NL,0
2752,62650,193.24,4,0.0266,0.0779,purchase,travel,RU,0
2753,28623,135.54,11,0.4886,0.3438,purchase,electronics,DE,0
2754,45201,42.46,7,0.4454,0.1572,purchase,travel,CN,0
2755,69229,20.54,10,0.0378,0.1533,purchase,retail,FR,0
2756,60750,34.98,13,0.4273,0.2535,purchase,retail,DE,0
2757,82730,121.16,12,0.2867,0.1765,purchase,grocery,GB,0
2758,80691,77.23,20,0.8624,0.7122,withdrawal,grocery,GB,1
2759,48914,29.63,12,0.051,0.0882,purchase,grocery,FR,0
2760,53418,95.31,1,0.3655,0.6592,purchase,travel,DE,0
2761,49024,24.99,11,0.1318,0.1336,transfer,retail,DE,0
2762,82562,22.18,2,0.169,0.2099,purchase,retail,RU,0
2763,26450,74.49,11,0.0986,0.2311,withdrawal,retail,NL,0
2764,12097,20.23,14,0.0641,0.0235,purchase,travel,CN,0
2765,96479,55.41,19,0.2293,0.0579,purchase,gaming,CN,1
2766,82186,256.55,22,0.2345,0.3241,transfer,crypto,GB,1
2767,88513,85.55,7,0.1914,0.3188,purchase,retail,GB,0
2768,90176,57.33,20,0.269,0.177,purchase,grocery,NL,0
2769,44141,20.24,14,0.6684,0.3221,transfer,electronics,DE,0
2770,93558,40.02,8,0.596,0.0015,purchase,travel,FR,0
2771,30339,26.67,11,0.2312,0.0111,purchase,grocery,DE,0
2772,51491,57.2,6,0.4767,0.4787,purchase,grocery,DE,0
2773,19678,211.59,1,0.0597,0.0377,purchase,retail,FR,0
2774,49538,131.86,1,0.2179,0.3676,transfer,crypto,CN,1
2775,59493,31.03,20,0.0691,0.1998,refund,electronics,DE,0
2776,43680,66.93,15,0.1496,0.2332,refund,retail,CN,0
2777,88664,43.41,17,0.3414,0.5411,purchase,retail,DE,0
2778,17481,43.4,14,0.2293,0.5067,purchase,retail,DE,0
2779,25912,36.95,20,0.4229,0.4459,purchase,retail,NL,0
2780,88688,20.52,20,0.6456,0.6032,purchase,electronics,DE,0
2781,58214,56.54,4,0.2198,0.029,transfer,retail,FR,0
2782,32776,33.27,8,0.794,0.0867,purchase,grocery,US,0
2783,74563,19.71,11,0.0259,0.0128,purchase,travel,DE,0
2784,23650,100.69,10,0.1976,0.0048,purchase,retail,DE,0
2785,87493,46.25,12,0.1475,0.4101,purchase,grocery,CN,0
2786,78891,35.03,9,0.1241,0.0481,purchase,grocery,US,0
2787,31636,132.83,17,0.0195,0.0446,purchase,electronics,DE,0
2788,22474,8.93,0,0.5025,0.4186,purchase,gaming,FR,0
2789,32510,125.45,17,0.0935,0.1545,transfer,retail,DE,0
2790,78811,20.12,11,0.0404,0.3074,transfer,retail,US,0
2791,56511,50.9,0,0.0766,0.3237,purchase,travel,DE,0
2792,84974,191.24,23,0.7734,0.4872,purchase,retail,CN,1
2793,76102,25.79,18,0.0585,0.2012,purchase,crypto,US,0
2794,33210,19.4,11,0.0369,0.0949,purchase,crypto,DE,0
2795,39303,129.91,16,0.1668,0.1698,refund,crypto,DE,0
2796,19080,205.98,19,0.374,0.3136,purchase,electronics,DE,0
2797,78944,35.23,2,0.3058,0.2049,purchase,retail,FR,0
2798,43108,56.55,9,0.0894,0.0412,purchase,electronics,US,0
2799,35388,44.63,7,0.1737,0.237,purchase,retail,DE,0
2800,22063,185.11,6,0.1403,0.1976,purchase,grocery,DE,0
2801,89961,7.06,21,0.1313,0.7677,withdrawal,grocery,FR,0
2802,62652,58.59,18,0.0397,0.0594,transfer,travel,DE,0
2803,16688,149.89,23,0.3947,0.5077,purchase,electronics,US,1
2804,90986,22.92,10,0.0981,0.0655,transfer,retail,DE,0
2805,74146,5.74,15,0.1586,0.0659,transfer,electronics,DE,0
2806,56671,31.3,20,0.148,0.2714,purchase,retail,FR,0
2807,90751,204.56,8,0.4077,0.3926,purchase,crypto,GB,0
2808,31076,24.35,0,0.3323,0.437,purchase,grocery,DE,0
2809,32294,83.28,18,0.473,0.6798,transfer,retail,DE,0
2810,63660,117.79,16,0.4928,0.6441,purchase,retail,FR,0
2811,40566,200.19,17,0.7309,0.5125,refund,crypto,RU,1
2812,18143,42.06,7,0.1885,0.1013,purchase,gaming,FR,0
2813,72989,47.11,12,0.5895,0.2034,refund,electronics,GB,0
2814,37585,385.75,21,0.3504,0.5599,purchase,travel,RU,1
2815,96143,303.23,9,0.3203,0.0164,refund,crypto,NL,1
2816,92309,9.89,7,0.3366,0.0435,purchase,grocery,DE,0
2817,40423,23.13,14,0.0511,0.2738,purchase,electronics,DE,0
2818,86603,91.92,14,0.1079,0.196,purchase,electronics,DE,0
2819,70615,44.77,9,0.3606,0.7463,purchase,grocery,FR,0
2820,79304,58.1,17,0.0238,0.1812,withdrawal,crypto,DE,0
2821,99689,47.62,12,0.1739,0.0365,purchase,retail,DE,0
2822,71345,274.02,16,0.2348,0.1816,transfer,electronics,GB,0
2823,78060,779.43,4,0.6747,0.7461,withdrawal,retail,DE,1
2824,76037,29.49,14,0.5638,0.0658,purchase,travel,RU,0
2825,96931,166.43,11,0.532,0.2253,purchase,crypto,DE,0
2826,67426,47.63,9,0.1635,0.0352,refund,electronics,DE,0
2827,59022,179.48,8,0.004,0.7628,purchase,crypto,FR,0
2828,61087,15.01,16,0.1934,0.2979,purchase,travel,US,0
2829,55135,49.75,14,0.0025,0.1055,purchase,grocery,FR,0
2830,14611,30.43,9,0.015,0.082,purchase,grocery,DE,0
2831,53219,47.87,22,0.0754,0.1906,purchase,grocery,US,0
2832,18916,120.18,18,0.0624,0.1753,withdrawal,electronics,GB,0
2833,34618,58.67,7,0.1298,0.1205,purchase,retail,GB,0
2834,30870,119.98,7,0.076,0.0553,purchase,retail,DE,0
2835,85081,24.05,13,0.4683,0.1607,purchase,grocery,NL,0
2836,59272,21.13,6,0.1581,0.0341,purchase,electronics,DE,0
2837,48826,43.11,22,0.0958,0.3584,purchase,retail,FR,0
2838,29810,291.97,14,0.1259,0.3516,refund,retail,US,0
2839,93536,36.31,5,0.1713,0.4118,purchase,electronics,GB,0
2840,52013,272.18,2,0.6091,0.9258,purchase,crypto,DE,1
2841,81120,18.82,11,0.5168,0.0446,refund,grocery,FR,0
2842,62394,117.78,8,0.2662,0.5965,purchase,grocery,GB,0
2843,63589,31.24,12,0.3948,0.0096,purchase,retail,DE,0
2844,77390,142.9,9,0.052,0.1665,transfer,travel,US,0
2845,66587,42.98,18,0.0204,0.0932,purchase,travel,GB,0
2846,60237,73.79,16,0.0537,0.4466,purchase,retail,GB,0
2847,56004,68.31,20,0.5826,0.0329,purchase,travel,DE,0
2848,70853,45.33,0,0.7594,0.6637,transfer,gaming,FR,1
2849,17501,21.1,8,0.0981,0.089,transfer,crypto,DE,0
2850,50773,58.1,10,0.0673,0.1412,purchase,grocery,DE,0
2851,29111,219.0,18,0.0626,0.0577,purchase,retail,NL,0
2852,93033,52.66,10,0.0692,0.1627,transfer,electronics,DE,0
2853,78206,91.48,10,0.1036,0.0428,purchase,retail,DE,0
2854,78751,76.65,23,0.0282,0.0378,purchase,retail,NL,0
2855,29624,196.54,17,0.5287,0.305,withdrawal,electronics,DE,0
2856,50097,49.82,19,0.0481,0.0439,purchase,electronics,FR,0
2857,16486,67.71,11,0.1248,0.2621,purchase,retail,GB,0
2858,26235,81.35,13,0.0283,0.0381,purchase,grocery,DE,0
2859,57627,81.24,11,0.0384,0.0951,purchase,grocery,US,0
2860,73869,52.47,11,0.0668,0.0279,refund,electronics,GB,0
2861,90018,36.36,7,0.7498,0.2096,purchase,retail,US,0
2862,50172,30.48,18,0.1002,0.0527,purchase,retail,FR,0
2863,71455,127.94,11,0.0343,0.1683,purchase,electronics,NL,0
2864,30215,22.8,13,0.2834,0.3319,refund,gaming,GB,0
2865,44498,12.99,19,0.3347,0.2127,purchase,crypto,DE,0
2866,64074,83.63,17,0.2454,0.0212,purchase,electronics,DE,0
2867,56701,191.51,0,0.8215,0.0567,purchase,gaming,CN,1
2868,44842,12.71,8,0.0422,0.3074,purchase,gaming,DE,0
2869,48860,8.26,14,0.0306,0.0814,purchase,retail,GB,0
2870,79961,168.16,17,0.8761,0.9294,purchase,electronics,FR,1
2871,49052,92.02,12,0.3039,0.4256,purchase,retail,RU,0
2872,35423,48.66,9,0.3213,0.368,purchase,retail,US,0
2873,17167,530.74,5,0.6398,0.4827,transfer,crypto,US,1
2874,52230,63.55,3,0.0224,0.1487,purchase,travel,CN,0
2875,39248,29.19,14,0.0162,0.3657,purchase,grocery,DE,0
2876,41817,13.11,17,0.2027,0.0495,refund,crypto,FR,0
2877,41411,15.52,21,0.0678,0.0539,purchase,retail,FR,0
2878,86384,33.74,10,0.6356,0.3929,transfer,retail,DE,0
2879,89577,14.42,11,0.211,0.2747,transfer,retail,DE,0
2880,48275,34.16,0,0.8523,0.9391,transfer,travel,CN,1
2881,55994,55.2,7,0.3154,0.1129,purchase,retail,NL,0
2882,31184,145.48,1,0.3627,0.5517,withdrawal,grocery,FR,1
2883,16391,200.74,23,0.1339,0.0849,purchase,grocery,US,0
2884,87585,49.76,18,0.2899,0.238,purchase,grocery,FR,0
2885,38080,48.52,21,0.184,0.08,refund,retail,US,0
2886,93444,59.07,12,0.1986,0.0361,purchase,grocery,FR,0
2887,34950,44.83,16,0.4153,0.4111,transfer,electronics,NL,1
2888,43235,65.01,8,0.1229,0.4474,purchase,retail,NL,0
2889,49410,31.74,13,0.0444,0.2721,purchase,retail,DE,0
2890,89022,49.72,10,0.2083,0.587,transfer,grocery,NL,0
2891,38438,51.97,10,0.4477,0.2386,purchase,gaming,DE,0
2892,54126,5.39,6,0.1342,0.0471,purchase,gaming,GB,0
2893,80763,73.67,5,0.309,0.1724,purchase,retail,DE,0
2894,75928,48.3,10,0.2607,0.0957,purchase,retail,DE,0
2895,38899,68.68,20,0.1597,0.2345,purchase,travel,US,0
2896,34516,14.24,16,0.384,0.2433,transfer,gaming,FR,0
2897,37603,32.51,17,0.0867,0.393,purchase,grocery,DE,0
2898,24378,16.81,9,0.1812,0.4239,purchase,travel,DE,0
2899,51922,80.07,16,0.3663,0.2767,withdrawal,travel,DE,0
2900,56739,12.88,11,0.0883,0.2327,transfer,travel,GB,0
2901,92166,19.31,4,0.2848,0.0394,purchase,gaming,FR,0
2902,46236,66.96,11,0.2146,0.126,purchase,travel,DE,0
2903,34848,24.9,7,0.0869,0.215,refund,retail,DE,0
2904,10026,136.01,19,0.0687,0.264,transfer,gaming,DE,0
2905,99492,91.9,18,0.1429,0.0308,withdrawal,grocery,DE,0
2906,14101,95.16,9,0.0711,0.2419,withdrawal,retail,DE,0
2907,10920,78.55,14,0.2256,0.0346,purchase,travel,DE,0
2908,66458,139.34,22,0.3383,0.6865,transfer,crypto,DE,1
2909,65493,87.48,10,0.0314,0.304,purchase,gaming,GB,0
2910,41089,34.92,7,0.1681,0.1483,transfer,travel,DE,0
2911,56207,35.73,15,0.0297,0.1593,transfer,retail,DE,0
2912,12964,24.51,17,0.0134,0.373,purchase,grocery,DE,0
2913,65117,49.04,17,0.2577,0.2556,transfer,electronics,GB,0
2914,48683,27.15,7,0.0178,0.0793,purchase,grocery,CN,0
2915,93663,29.43,12,0.6535,0.1034,withdrawal,retail,DE,0
2916,21158,70.8,1,0.5271,0.2702,purchase,crypto,FR,0
2917,92492,116.38,6,0.2955,0.0679,purchase,retail,CN,0
2918,23556,59.65,6,0.2794,0.2361,refund,retail,CN,0
2919,16652,69.82,8,0.4286,0.5219,withdrawal,crypto,DE,1
2920,78409,195.42,4,0.1866,0.1197,purchase,travel,DE,0
2921,14122,23.34,10,0.0192,0.2487,purchase,retail,NL,0
2922,16973,135.03,19,0.1805,0.86,purchase,retail,GB,1
2923,64992,8.91,10,0.0561,0.4764,purchase,gaming,FR,0
2924,51418,78.06,15,0.3123,0.4721,purchase,electronics,FR,0
2925,43064,22.43,23,0.7108,0.6481,purchase,retail,FR,1
2926,39431,22.06,10,0.2307,0.1406,purchase,grocery,US,0
2927,82197,33.7,7,0.4968,0.3075,transfer,grocery,DE,0
2928,98114,9.45,21,0.1619,0.1717,purchase,electronics,US,0
2929,80640,181.92,18,0.3882,0.7195,transfer,crypto,FR,1
2930,11955,68.44,19,0.3327,0.1937,purchase,electronics,DE,0
2931,59463,11.86,7,0.1409,0.1703,purchase,travel,DE,0
2932,50956,29.4,10,0.1534,0.4458,purchase,travel,NL,0
2933,40831,30.41,8,0.3759,0.1059,purchase,gaming,CN,0
2934,72921,45.9,21,0.0283,0.1356,purchase,retail,FR,0
2935,54847,121.97,10,0.245,0.1631,refund,retail,RU,0
2936,94877,75.59,6,0.2193,0.1105,purchase,retail,NL,0
2937,61313,10.71,16,0.1173,0.0076,transfer,grocery,NL,0
2938,38380,71.29,16,0.0938,0.0119,purchase,retail,DE,0
2939,94457,46.76,9,0.0812,0.2047,purchase,travel,DE,0
2940,67096,104.14,18,0.5843,0.6174,withdrawal,gaming,NL,1
2941,75348,39.13,10,0.5766,0.1733,withdrawal,grocery,NL,0
2942,32997,41.71,11,0.1072,0.1857,purchase,retail,DE,0
2943,30258,50.6,9,0.3307,0.2773,purchase,electronics,RU,0
2944,66666,23.62,9,0.2061,0.1366,purchase,grocery,DE,0
2945,35319,36.42,17,0.1486,0.4081,transfer,retail,FR,0
2946,17871,116.32,16,0.0598,0.1347,withdrawal,electronics,DE,0
2947,47546,23.38,15,0.1382,0.0933,purchase,grocery,FR,0
2948,35751,17.72,15,0.1149,0.1781,transfer,grocery,DE,0
2949,93594,40.35,12,0.2986,0.0841,purchase,electronics,US,0
2950,49983,16.27,10,0.1341,0.3191,purchase,gaming,DE,0
2951,43235,9.83,16,0.3504,0.0464,withdrawal,electronics,FR,0
2952,15409,31.73,7,0.2658,0.1065,purchase,gaming,GB,0
2953,67395,145.67,7,0.3573,0.1285,purchase,crypto,US,0
2954,27579,41.15,7,0.4636,0.0603,purchase,electronics,RU,0
2955,73680,49.49,16,0.1833,0.0512,purchase,travel,DE,0
2956,19489,6.95,14,0.5693,0.054,purchase,grocery,DE,0
2957,73089,61.71,11,0.3124,0.2114,purchase,grocery,DE,0
2958,95061,98.95,15,0.8037,0.8468,withdrawal,gaming,DE,1
2959,94637,46.03,12,0.1391,0.1959,transfer,travel,CN,0
2960,56085,24.16,18,0.1773,0.2157,purchase,grocery,RU,0
2961,37275,49.55,7,0.5751,0.3728,purchase,grocery,NL,0
2962,62846,49.14,10,0.3125,0.0621,purchase,electronics,GB,0
2963,79896,17.28,17,0.2197,0.062,purchase,electronics,FR,0
2964,83646,56.38,15,0.5026,0.8042,purchase,retail,US,0
2965,16017,117.63,11,0.2645,0.1291,purchase,travel,DE,0
2966,40886,35.03,8,0.3065,0.1144,purchase,crypto,GB,0
2967,55274,20.34,21,0.185,0.038,withdrawal,gaming,FR,0
2968,19018,36.56,11,0.333,0.2688,purchase,retail,FR,0
2969,63072,87.92,19,0.236,0.1486,purchase,electronics,NL,0
2970,25208,14.99,17,0.4229,0.127,transfer,gaming,FR,0
2971,22917,69.53,19,0.2879,0.4513,purchase,retail,US,0
2972,71906,23.9,1,0.3633,0.1626,purchase,crypto,DE,0
2973,69912,52.24,12,0.1388,0.1616,purchase,grocery,DE,0
2974,95258,546.05,23,0.6953,0.3851,withdrawal,gaming,CN,1
2975,97373,26.32,9,0.2017,0.2687,purchase,electronics,NL,0
2976,50513,26.26,9,0.1127,0.1973,refund,retail,GB,0
2977,72419,155.19,9,0.0035,0.2217,purchase,retail,FR,0
2978,37744,12.84,11,0.3155,0.0195,withdrawal,grocery,NL,0
2979,56073,64.24,11,0.0915,0.1902,purchase,retail,FR,0
2980,89332,185.24,14,0.1794,0.4158,purchase,travel,US,0
2981,36901,76.15,9,0.2597,0.2687,purchase,retail,GB,0
2982,45749,13.72,9,0.225,0.0239,purchase,retail,RU,0
2983,22276,14.31,10,0.0429,0.2987,transfer,travel,NL,0
2984,21625,92.55,15,0.1187,0.171,purchase,grocery,NL,0
2985,81034,59.54,4,0.0597,0.156,transfer,retail,CN,1
2986,33248,48.63,0,0.0811,0.2291,transfer,retail,FR,0
2987,63105,118.53,19,0.4775,0.6093,purchase,electronics,FR,1
2988,80254,51.52,16,0.0427,0.0878,withdrawal,retail,FR,0
2989,43045,14.43,10,0.3421,0.5504,purchase,grocery,DE,0
2990,87613,20.25,13,0.1996,0.0526,purchase,retail,FR,0
2991,90235,21.33,17,0.4897,0.2275,purchase,gaming,DE,0
2992,81190,36.47,12,0.2278,0.2671,purchase,electronics,RU,0
2993,61403,229.75,14,0.2436,0.1151,refund,retail,US,0
2994,98584,19.24,20,0.166,0.023,purchase,gaming,FR,0
2995,76356,18.53,2,0.3965,0.1363,withdrawal,gaming,DE,0
2996,22012,16.23,10,0.1941,0.6467,refund,electronics,FR,0
2997,69508,72.98,20,0.0604,0.2274,purchase,electronics,RU,0
2998,54196,41.05,18,0.0739,0.0308,purchase,electronics,DE,0
2999,27637,19.85,14,0.0797,0.3035,transfer,grocery,US,0
3000,69419,158.22,8,0.9208,0.4663,refund,retail,DE,0
3001,99721,21.7,10,0.578,0.0463,purchase,grocery,FR,0
3002,97907,54.68,19,0.7947,0.6523,purchase,electronics,US,0
3003,70591,416.43,15,0.1146,0.3583,transfer,grocery,NL,0
3004,95362,94.18,8,0.5491,0.347,purchase,electronics,DE,1
3005,46209,67.91,9,0.0892,0.221,purchase,retail,DE,0
3006,42141,39.29,7,0.0866,0.0903,purchase,retail,RU,0
3007,66820,24.16,17,0.1949,0.0173,purchase,electronics,US,0
3008,89971,13.57,13,0.4167,0.2615,purchase,travel,DE,0
3009,25282,103.35,2,0.8268,0.5496,transfer,gaming,DE,1
3010,56369,79.33,22,0.4036,0.2804,purchase,grocery,FR,0
3011,88600,75.75,11,0.3029,0.14,purchase,retail,NL,0
3012,18673,28.61,10,0.2439,0.275,purchase,grocery,NL,0
3013,22752,119.26,9,0.017,0.3623,refund,retail,DE,0
3014,15231,43.29,12,0.0916,0.256,purchase,retail,US,0
3015,78700,706.78,18,0.4677,0.7607,transfer,electronics,CN,1
3016,99926,82.15,10,0.258,0.1432,withdrawal,retail,DE,0
3017,56108,54.69,5,0.515,0.2436,purchase,retail,DE,0
3018,94772,36.58,10,0.6707,0.0483,purchase,retail,FR,0
3019,95952,18.88,8,0.4441,0.3366,purchase,retail,DE,0
3020,66880,37.57,18,0.0349,0.1331,purchase,gaming,DE,0
3021,83560,370.4,9,0.0136,0.2339,purchase,retail,RU,0
3022,72987,27.61,11,0.1595,0.0828,withdrawal,electronics,FR,0
3023,37136,61.79,15,0.3841,0.3241,transfer,grocery,NL,0
3024,62573,16.94,7,0.103,0.4595,purchase,retail,RU,0
3025,12991,82.52,13,0.2471,0.039,purchase,grocery,RU,0
3026,81587,55.48,18,0.5658,0.0869,purchase,travel,GB,0
3027,10383,15.31,13,0.3917,0.4626,purchase,retail,NL,0
3028,35454,35.15,12,0.3452,0.1466,purchase,retail,DE,0
3029,23760,93.85,18,0.1792,0.1331,purchase,retail,DE,0
3030,32430,14.58,21,0.1551,0.0337,purchase,electronics,DE,0
3031,18962,17.11,18,0.2317,0.0654,purchase,retail,DE,0
3032,55123,90.98,20,0.4576,0.8448,purchase,gaming,FR,1
3033,19265,40.08,11,0.0712,0.0507,purchase,travel,DE,0
3034,28351,924.06,14,0.2827,0.1567,purchase,retail,US,0
3035,46438,49.95,21,0.697,0.4232,transfer,electronics,GB,1
3036,56533,24.01,12,0.8997,0.589,purchase,travel,CN,0
3037,88040,64.78,9,0.2907,0.4037,purchase,retail,NL,0
3038,95999,506.42,22,0.4312,0.5842,refund,gaming,CN,1
3039,65458,53.04,11,0.02,0.1366,purchase,grocery,NL,0
3040,37644,25.76,18,0.2606,0.0813,withdrawal,electronics,FR,0
3041,16345,48.76,9,0.052,0.433,transfer,electronics,DE,0
3042,64295,29.06,19,0.1311,0.2663,purchase,grocery,US,0
3043,80724,31.37,23,0.5518,0.3118,purchase,retail,DE,0
3044,90809,63.65,9,0.1345,0.1425,transfer,electronics,NL,0
3045,53033,230.61,7,0.3829,0.3635,purchase,grocery,DE,0
3046,61466,91.31,21,0.1679,0.2328,purchase,retail,GB,0
3047,74563,44.65,8,0.2417,0.0232,withdrawal,gaming,NL,0
3048,19402,107.44,17,0.2329,0.1688,purchase,grocery,DE,0
3049,51947,69.64,3,0.3191,0.3367,purchase,gaming,GB,0
3050,65938,40.42,9,0.066,0.0167,purchase,grocery,GB,0
3051,67043,24.93,9,0.3107,0.4273,purchase,grocery,FR,0
3052,64142,28.13,9,0.0131,0.1577,purchase,grocery,FR,0
3053,38479,12.18,20,0.2018,0.1511,purchase,grocery,DE,0
3054,38511,33.89,8,0.0894,0.2959,purchase,grocery,FR,0
3055,95160,48.14,8,0.6519,0.3038,purchase,electronics,NL,0
3056,65437,182.75,15,0.2362,0.0252,purchase,retail,DE,0
3057,10814,66.62,21,0.0472,0.246,purchase,retail,DE,0
3058,79044,20.39,11,0.2343,0.3353,purchase,gaming,FR,0
3059,60825,12.51,17,0.2966,0.0619,transfer,crypto,GB,0
3060,82995,35.67,2,0.1381,0.1543,purchase,grocery,DE,0
3061,35338,84.77,18,0.3643,0.2083,purchase,retail,CN,0
3062,80448,35.25,16,0.1038,0.3131,refund,retail,GB,0
3063,30567,67.4,20,0.2887,0.0151,purchase,travel,FR,0
3064,55388,36.45,14,0.1552,0.0184,purchase,electronics,GB,0
3065,88942,295.25,21,0.6489,0.4556,withdrawal,electronics,DE,0
3066,78552,64.89,11,0.583,0.854,purchase,gaming,FR,0
3067,75240,166.26,16,0.5303,0.2534,purchase,grocery,NL,0
3068,15011,16.52,16,0.5199,0.3817,purchase,gaming,DE,0
3069,42396,83.49,9,0.2011,0.1934,purchase,travel,US,0
3070,75669,33.74,20,0.0178,0.0734,refund,electronics,FR,0
3071,82778,63.92,18,0.1642,0.3781,purchase,retail,NL,1
3072,32840,38.53,17,0.3565,0.1417,purchase,travel,FR,0
3073,91129,114.67,19,0.3331,0.0225,withdrawal,retail,DE,0
3074,17725,52.84,10,0.2737,0.0272,purchase,gaming,US,0
3075,54474,62.73,18,0.1207,0.1639,transfer,retail,DE,0
3076,52771,104.54,10,0.0191,0.0911,refund,retail,DE,0
3077,27025,18.64,12,0.4838,0.7551,purchase,gaming,DE,1
3078,26574,691.66,22,0.5173,0.1622,transfer,gaming,DE,0
3079,50588,56.38,1,0.0292,0.0592,purchase,retail,US,0
3080,98081,182.48,14,0.5464,0.3672,purchase,crypto,DE,0
3081,68824,46.02,7,0.4334,0.2508,purchase,electronics,NL,0
3082,26859,106.25,16,0.1548,0.0458,purchase,travel,RU,0
3083,67235,61.22,10,0.0624,0.2619,purchase,gaming,DE,0
3084,94086,26.66,19,0.231,0.1304,purchase,electronics,NL,0
3085,39551,49.6,19,0.1917,0.0686,purchase,travel,FR,0
3086,85544,65.22,10,0.0636,0.1513,transfer,travel,DE,0
3087,61593,41.37,18,0.4791,0.397,purchase,electronics,DE,0
3088,86189,60.4,15,0.1783,0.1821,purchase,retail,DE,0
3089,53367,88.73,11,0.2352,0.0733,purchase,travel,DE,0
3090,49627,41.68,10,0.1036,0.0365,purchase,retail,US,0
3091,16023,3.48,8,0.1963,0.1586,purchase,gaming,DE,0
3092,33866,177.07,5,0.12,0.1335,purchase,travel,DE,0
3093,25989,33.02,12,0.1509,0.2768,refund,retail,US,0
3094,53233,21.12,13,0.3466,0.1682,purchase,crypto,CN,0
3095,58088,113.87,11,0.5219,0.0843,purchase,crypto,FR,0
3096,95875,42.36,22,0.3655,0.6975,transfer,electronics,US,1
3097,30760,238.0,21,0.0875,0.189,transfer,grocery,DE,0
3098,37109,26.36,0,0.2362,0.1185,purchase,retail,US,0
3099,54985,96.05,18,0.2468,0.1366,purchase,electronics,DE,0
3100,22057,23.81,17,0.229,0.0128,purchase,gaming,NL,0
3101,50815,66.71,17,0.0568,0.0188,purchase,retail,DE,0
3102,78507,238.84,12,0.0125,0.1755,purchase,grocery,US,0
3103,40111,85.41,8,0.0987,0.1039,purchase,gaming,GB,0
3104,52993,110.41,19,0.2967,0.1362,purchase,electronics,US,0
3105,94770,30.85,16,0.4733,0.0859,purchase,crypto,RU,0
3106,31913,26.2,3,0.124,0.2458,withdrawal,electronics,RU,1
3107,92226,46.48,18,0.0147,0.0217,purchase,electronics,GB,0
3108,14070,445.88,9,0.4816,0.4139,purchase,retail,DE,0
3109,64014,24.27,13,0.0594,0.1819,purchase,electronics,NL,0
3110,82618,220.86,11,0.5773,0.2261,refund,grocery,CN,0
3111,20103,87.91,14,0.1306,0.0782,purchase,travel,DE,0
3112,33160,107.42,16,0.3593,0.1812,purchase,grocery,DE,0
3113,61083,45.03,8,0.1381,0.0976,transfer,electronics,GB,0
3114,11109,15.4,8,0.4489,0.1542,purchase,travel,NL,0
3115,46196,33.07,3,0.1933,0.0483,purchase,grocery,FR,0
3116,98505,12.49,7,0.1105,0.0995,purchase,retail,DE,0
3117,50831,45.33,9,0.004,0.1842,purchase,electronics,GB,0
3118,86509,52.83,5,0.2026,0.1856,purchase,gaming,DE,0
3119,14846,33.78,10,0.4862,0.3552,withdrawal,gaming,US,0
3120,65937,52.22,15,0.0889,0.4447,purchase,gaming,NL,0
3121,97852,60.6,17,0.2936,0.4444,purchase,retail,GB,0
3122,63126,52.9,10,0.6206,0.5596,purchase,travel,DE,0
3123,41760,15.31,6,0.0781,0.1137,purchase,electronics,NL,0
3124,28880,34.29,17,0.0336,0.0792,purchase,retail,RU,0
3125,20894,60.24,11,0.1969,0.0574,withdrawal,retail,DE,0
3126,48099,162.7,9,0.2235,0.09,transfer,electronics,GB,0
3127,69524,33.75,12,0.3943,0.2648,purchase,gaming,FR,0
3128,66010,67.91,22,0.0939,0.021,purchase,retail,DE,0
3129,94420,89.7,10,0.4399,0.5074,purchase,electronics,US,0
3130,37026,35.98,21,0.0098,0.4447,purchase,grocery,FR,0
3131,55908,112.86,9,0.9609,0.7305,purchase,retail,DE,0
3132,71387,118.14,6,0.161,0.0329,purchase,retail,GB,0
3133,69384,137.46,7,0.01,0.147,purchase,electronics,DE,0
3134,67694,15.49,1,0.232,0.0977,purchase,gaming,DE,1
3135,65406,62.78,17,0.0873,0.507,purchase,retail,NL,0
3136,91076,316.12,13,0.2879,0.3233,purchase,electronics,DE,0
3137,39824,25.2,13,0.074,0.5105,purchase,retail,CN,0
3138,18182,60.65,9,0.5349,0.5547,withdrawal,retail,GB,1
3139,96990,1560.79,22,0.3571,0.0567,purchase,retail,US,0
3140,13732,81.7,12,0.1679,0.1185,purchase,electronics,NL,0
3141,99722,132.86,7,0.1565,0.0226,withdrawal,grocery,FR,0
